,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.03841435,0.048625126,0.044315886,0.04979102,0.038924754,0.040430836,0.04535205,0.05140801,0.051859315,0.05592368,0.042706806,0.04123962,0.0451646,0.046200898,0.050072126,0.043413825,0.048535194,0.040654786,0.0400307,0.033976186,0.045291424,0.045157246
1,0.048276335,0.044913653,0.050418217,0.046068955,0.037017103,0.044906612,0.045209367,0.05523509,0.04511502,0.04733396,0.044479698,0.035778865,0.047366813,0.0443156,0.043070566,0.049822085,0.039375793,0.03461593,0.043641504,0.04575568,0.041039605,0.040419012
2,0.043668658,0.042341832,0.044357486,0.047924943,0.045723278,0.0422272,0.04722072,0.036532983,0.042712916,0.044398632,0.040604588,0.04343867,0.04668904,0.038087014,0.05338966,0.04556364,0.05214675,0.038734224,0.045699477,0.043237004,0.044974763,0.04701729
3,0.046286847,0.050837256,0.04480467,0.046037562,0.0479769,0.044694383,0.04106156,0.044518653,0.04410899,0.04361696,0.042128112,0.047645543,0.04221213,0.042215742,0.036780432,0.03555929,0.04974388,0.043974318,0.04368097,0.041926708,0.039100517,0.04537871
4,0.04515971,0.048196644,0.05699777,0.05119279,0.039703973,0.048317645,0.05689282,0.03870909,0.04494989,0.035242926,0.0481892,0.044898026,0.04998439,0.059869718,0.039474487,0.044331927,0.04294515,0.043172244,0.052864328,0.04840426,0.03452461,0.03859885
5,0.039144214,0.04399719,0.051237464,0.044028696,0.03932971,0.048024982,0.04304186,0.04860631,0.031595834,0.03994663,0.038780633,0.054642543,0.053496458,0.04149796,0.04017639,0.046367645,0.046092037,0.051429253,0.05191456,0.04834438,0.050254535,0.04482147
6,0.047407158,0.055977087,0.038643595,0.04339185,0.04839379,0.038154915,0.040323976,0.045876816,0.039399214,0.049036488,0.035495486,0.03960589,0.039688822,0.044967532,0.04676872,0.042712197,0.054249212,0.050272267,0.03928578,0.036736388,0.04761221,0.04855616
7,0.04859796,0.039481748,0.05184449,0.045746945,0.050126184,0.049230106,0.048540644,0.04149279,0.042087264,0.04276226,0.044403438,0.047215424,0.049550407,0.042970993,0.037582643,0.04602122,0.039130043,0.05124803,0.040925235,0.03658674,0.05367771,0.047074422
8,0.045799896,0.044829905,0.047180478,0.045992512,0.04457523,0.045544755,0.03903703,0.04442326,0.05035789,0.044844314,0.045308214,0.038138725,0.039701685,0.040657695,0.043246564,0.047389295,0.0505637,0.047872376,0.04304338,0.034098003,0.04250798,0.049121942
9,0.043460608,0.038384143,0.043057527,0.048234727,0.046384383,0.0517875,0.048279017,0.04460654,0.046361994,0.04561218,0.045203693,0.0423998,0.04400391,0.038104862,0.048054863,0.049781606,0.043237165,0.046334773,0.056186337,0.045398343,0.04889314,0.042883847
10,0.046749987,0.04088971,0.038971663,0.04791851,0.043542743,0.03779711,0.04288165,0.050442576,0.04397464,0.043321133,0.047591824,0.03620671,0.040808126,0.04003452,0.042529974,0.048122548,0.04890851,0.043853078,0.04280266,0.04688575,0.04359996,0.039159868
11,0.038334426,0.049232926,0.04317059,0.043711502,0.041557766,0.045092694,0.039941087,0.045957837,0.046992198,0.03978324,0.04900459,0.037760373,0.043931745,0.041793607,0.042881463,0.0414088,0.04302108,0.04787555,0.051188998,0.042772386,0.051049523,0.037099034
12,0.044605166,0.039450813,0.040946875,0.045216803,0.045902938,0.044848885,0.037257448,0.053479597,0.052951403,0.049621977,0.03453752,0.042864054,0.036749285,0.042415347,0.043246076,0.044133298,0.04745381,0.040828146,0.044767912,0.04876089,0.051975317,0.043573458
13,0.042697467,0.0462414,0.061599545,0.043051206,0.040969174,0.04969498,0.05194521,0.04751587,0.04900519,0.045969866,0.04177427,0.047673125,0.043779273,0.03882425,0.049149685,0.037413906,0.047583383,0.03974591,0.03414856,0.04054513,0.035336927,0.05204037
14,0.05349349,0.043699045,0.045263555,0.03787993,0.05981759,0.039559457,0.046458695,0.04840852,0.04444101,0.038645625,0.050902937,0.04883419,0.039974436,0.04878001,0.04832532,0.03657716,0.041367833,0.04036294,0.038042933,0.04794977,0.03613051,0.043848462
15,0.049863376,0.05074313,0.0428407,0.05056967,0.041601125,0.04205926,0.04824622,0.05862314,0.04752876,0.039102405,0.041294705,0.040809926,0.0474977,0.057718445,0.050443094,0.058696702,0.045846954,0.051908184,0.036451496,0.046988852,0.036227502,0.053775962
