,0,1
2139,350,153
2140,350,155
2141,350,156
2142,350,158
2143,350,166
2144,117,228
2145,117,162
2146,117,161
2147,350,169
2148,117,158
2149,117,157
2150,117,155
2151,117,154
2152,117,149
2153,350,177
2154,117,184
2155,350,136
2156,350,131
2157,117,189
2158,350,80
2159,117,226
2160,117,223
2161,350,83
2162,350,84
2163,117,220
2164,350,85
2165,131,53
2166,350,92
2167,117,211
2168,350,93
2169,350,94
2170,117,207
2171,350,98
2172,350,104
2173,350,106
2174,350,107
2175,350,117
2176,117,196
2177,350,87
2178,131,152
2179,131,54
2180,225,283
2181,164,124
2182,225,292
2183,225,294
2184,225,295
2185,225,301
2186,225,302
2187,225,303
2188,225,304
2189,225,307
2190,225,317
2191,225,318
2192,225,331
2193,225,333
2194,164,108
2195,225,337
2196,164,106
2197,164,105
2198,225,341
2199,225,351
2200,225,354
2201,225,361
2202,225,362
2203,225,364
2204,225,288
2205,164,127
2206,259,128
2207,164,128
2208,164,158
2209,164,157
2210,164,156
2211,225,238
2212,225,240
2213,164,153
2214,225,244
2215,164,151
2216,225,245
2217,225,246
2218,164,145
2219,164,144
2220,225,251
2221,225,252
2222,225,266
2223,225,268
2224,225,270
2225,225,273
2226,225,275
2227,225,277
2228,225,279
2229,164,130
2230,225,282
2231,225,365
2232,225,369
2233,164,93
2234,164,92
2235,164,44
2236,164,42
2237,164,39
2238,259,73
2239,259,81
2240,259,82
2241,259,84
2242,164,30
2243,259,87
2244,164,28
2245,164,25
2246,259,89
2247,164,23
2248,259,91
2249,259,97
2250,259,99
2251,259,102
2252,164,13
2253,259,108
2254,259,110
2255,259,112
2256,259,124
2257,164,5
2258,259,68
2259,164,47
2260,164,49
2261,259,40
2262,259,5
2263,259,9
2264,259,17
2265,164,79
2266,259,30
2267,259,33
2268,164,76
2269,259,36
2270,259,37
2271,164,73
2272,259,42
2273,259,64
2274,164,70
2275,259,43
2276,164,67
2277,259,46
2278,259,47
2279,259,50
2280,164,62
2281,259,54
2282,259,58
2283,164,51
2284,225,233
2285,164,161
2286,225,227
2287,164,236
2288,164,267
2289,164,266
2290,164,368
2291,225,1
2292,164,263
2293,225,2
2294,225,5
2295,164,258
2296,164,257
2297,225,9
2298,225,11
2299,225,16
2300,164,251
2301,225,18
2302,164,246
2303,164,245
2304,225,22
2305,225,26
2306,225,27
2307,225,33
2308,225,39
2309,164,239
2310,164,238
2311,164,268
2312,164,269
2313,164,361
2314,164,328
2315,164,308
2316,164,300
2317,164,298
2318,164,310
2319,164,311
2320,164,312
2321,164,320
2322,164,290
2323,164,322
2324,164,326
2325,164,329
2326,164,359
2327,164,284
2328,164,330
2329,164,282
2330,164,333
2331,164,336
2332,164,337
2333,164,346
2334,164,348
2335,164,357
2336,164,272
2337,225,42
2338,225,44
2339,225,203
2340,164,234
2341,164,196
2342,164,195
2343,225,141
2344,164,192
2345,225,142
2346,225,147
2347,164,188
2348,225,149
2349,225,163
2350,225,166
2351,225,169
2352,225,175
2353,164,181
2354,164,180
2355,164,179
2356,225,176
2357,225,190
2358,225,192
2359,164,169
2360,164,168
2361,225,197
2362,164,166
2363,225,201
2364,225,137
2365,225,135
2366,225,124
2367,164,217
2368,164,233
2369,164,231
2370,225,59
2371,225,62
2372,225,64
2373,225,65
2374,225,66
2375,164,223
2376,164,222
2377,164,220
2378,225,99
2379,225,116
2380,164,211
2381,164,210
2382,225,103
2383,225,105
2384,164,207
2385,225,109
2386,225,114
2387,225,115
2388,164,203
2389,164,202
2390,259,125
2391,259,136
2392,334,181
2393,334,26
2394,131,173
2395,334,30
2396,131,169
2397,334,33
2398,334,42
2399,131,166
2400,334,49
2401,334,50
2402,131,158
2403,334,57
2404,334,59
2405,334,60
2406,164,307
2407,334,66
2408,334,73
2409,334,74
2410,334,75
2411,334,76
2412,131,141
2413,334,80
2414,334,81
2415,334,82
2416,131,136
2417,131,178
2418,131,181
2419,131,370
2420,334,25
2421,131,215
2422,131,214
2423,131,213
2424,259,350
2425,259,357
2426,259,361
2427,259,363
2428,131,206
2429,131,205
2430,131,204
2431,259,366
2432,259,368
2433,334,2
2434,334,7
2435,131,199
2436,131,194
2437,131,193
2438,334,14
2439,131,190
2440,131,188
2441,131,186
2442,131,185
2443,131,184
2444,131,135
2445,334,83
2446,334,87
2447,131,132
2448,131,90
2449,334,139
2450,131,87
2451,334,142
2452,131,84
2453,334,145
2454,131,80
2455,131,76
2456,131,75
2457,131,73
2458,334,155
2459,131,71
2460,334,156
2461,334,158
2462,334,161
2463,334,162
2464,334,163
2465,131,64
2466,131,63
2467,334,174
2468,334,175
2469,131,58
2470,334,179
2471,131,91
2472,334,136
2473,131,93
2474,131,114
2475,334,90
2476,334,91
2477,334,92
2478,334,97
2479,131,123
2480,334,104
2481,131,119
2482,131,118
2483,334,108
2484,334,113
2485,131,112
2486,131,95
2487,131,110
2488,334,117
2489,334,123
2490,334,124
2491,334,125
2492,131,103
2493,131,101
2494,334,130
2495,131,97
2496,334,134
2497,259,338
2498,131,220
2499,259,333
2500,131,302
2501,259,180
2502,131,333
2503,259,182
2504,131,331
2505,131,329
2506,259,183
2507,131,327
2508,259,184
2509,259,185
2510,259,186
2511,259,189
2512,259,191
2513,259,192
2514,259,193
2515,259,198
2516,259,203
2517,131,315
2518,259,204
2519,131,312
2520,259,207
2521,131,310
2522,131,309
2523,131,307
2524,259,179
2525,131,337
2526,259,177
2527,259,163
2528,131,369
2529,131,368
2530,259,137
2531,131,366
2532,259,140
2533,131,363
2534,131,362
2535,259,144
2536,131,357
2537,259,156
2538,131,353
2539,131,340
2540,131,352
2541,131,351
2542,259,168
2543,259,169
2544,131,348
2545,259,171
2546,259,172
2547,131,344
2548,259,173
2549,259,175
2550,131,303
2551,259,218
2552,131,222
2553,131,300
2554,259,274
2555,259,278
2556,259,280
2557,259,281
2558,131,257
2559,131,256
2560,259,282
2561,259,287
2562,131,252
2563,259,290
2564,259,294
2565,131,245
2566,131,243
2567,131,241
2568,259,304
2569,131,235
2570,131,234
2571,259,307
2572,131,230
2573,131,229
2574,259,313
2575,259,315
2576,131,224
2577,259,273
2578,259,270
2579,131,267
2580,131,287
2581,131,299
2582,131,298
2583,259,222
2584,259,226
2585,259,232
2586,259,234
2587,131,292
2588,259,235
2589,131,290
2590,259,238
2591,259,243
2592,259,268
2593,131,282
2594,259,250
2595,259,251
2596,131,279
2597,259,253
2598,259,256
2599,259,257
2600,259,260
2601,259,265
2602,131,270
2603,350,371
